name,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
(I Can't Get No) Satisfaction - Live,Bridges To Buenos Aires (Live),8/11/2019,1,0.0215,0.294,0.986,0.0503,0.588,-5.094,0.206,142.591,0.0918,24,320440
Let's Spend The Night Together - Live,Bridges To Buenos Aires (Live),8/11/2019,2,0.108,0.487,0.983,3.01e-05,0.944,-4.454,0.251,143.53,0.287,24,245493
Flip The Switch - Live,Bridges To Buenos Aires (Live),8/11/2019,3,0.0827,0.335,0.972,0.00372,0.931,-4.931,0.208,152.321,0.337,19,243906
Gimme Shelter - Live,Bridges To Buenos Aires (Live),8/11/2019,4,0.0997,0.438,0.957,0.00554,0.774,-5.064,0.135,119.245,0.272,25,397386
Sister Morphine - Live,Bridges To Buenos Aires (Live),8/11/2019,5,0.105,0.246,0.913,0.000478,0.969,-5.153,0.0921,80.371,0.332,19,379800
It's Only Rock 'N' Roll (But I Like It) - Live,Bridges To Buenos Aires (Live),8/11/2019,6,0.0782,0.366,0.981,0.00269,0.853,-4.416,0.174,142.269,0.368,20,279120
Saint Of Me - Live,Bridges To Buenos Aires (Live),8/11/2019,7,0.123,0.363,0.953,0.00102,0.908,-4.687,0.143,125.673,0.2,21,313920
Out Of Control - Live,Bridges To Buenos Aires (Live),8/11/2019,8,0.182,0.311,0.905,0.0001,0.948,-5.523,0.116,119.406,0.35,22,451386
Miss You - Live,Bridges To Buenos Aires (Live),8/11/2019,9,0.113,0.477,0.933,0.0107,0.956,-4.95,0.22,119.985,0.396,22,593853
Like A Rolling Stone - Live,Bridges To Buenos Aires (Live),8/11/2019,10,0.106,0.303,0.955,0.000564,0.906,-4.232,0.188,107.591,0.307,23,385386
Thief In The Night - Live,Bridges To Buenos Aires (Live),8/11/2019,11,0.109,0.453,0.817,3.73e-05,0.93,-5.283,0.0307,93.726,0.671,17,379733
Wanna Hold You - Live,Bridges To Buenos Aires (Live),8/11/2019,12,0.0743,0.188,0.957,0.00234,0.965,-4.337,0.21,144.547,0.385,15,292853
Little Queenie - Live,Bridges To Buenos Aires (Live),8/11/2019,13,0.0904,0.388,0.987,0.0411,0.988,-3.972,0.255,144.367,0.246,17,258573
When The Whip Comes Down - Live,Bridges To Buenos Aires (Live),8/11/2019,14,0.0804,0.288,0.975,0.00139,0.955,-4.254,0.215,147.703,0.237,14,232640
You Got Me Rocking - Live,Bridges To Buenos Aires (Live),8/11/2019,15,0.0199,0.342,0.976,0.00863,0.967,-3.456,0.195,137.945,0.141,17,193560
Sympathy For The Devil - Live,Bridges To Buenos Aires (Live),8/11/2019,16,0.24,0.583,0.982,0.000667,0.973,-4.429,0.166,109.012,0.384,22,491440
Tumbling Dice - Live,Bridges To Buenos Aires (Live),8/11/2019,17,0.108,0.409,0.96,0.00133,0.947,-3.806,0.138,109.091,0.359,20,356546
Honky Tonk Women - Live,Bridges To Buenos Aires (Live),8/11/2019,18,0.139,0.456,0.969,0.000766,0.925,-3.582,0.0961,112.632,0.499,17,290386
Start Me Up - Live,Bridges To Buenos Aires (Live),8/11/2019,19,0.102,0.42,0.979,0.0198,0.943,-4.133,0.116,123.541,0.462,19,260079
Jumpin’ Jack Flash - Live,Bridges To Buenos Aires (Live),8/11/2019,20,0.123,0.274,0.982,0.0135,0.904,-4.032,0.157,129.367,0.154,21,418253
You Can't Always Get What You Want - Live,Bridges To Buenos Aires (Live),8/11/2019,21,0.172,0.204,0.942,0.0165,0.904,-4.185,0.141,76.782,0.358,18,348013
Brown Sugar - Live,Bridges To Buenos Aires (Live),8/11/2019,22,0.0861,0.344,0.978,0.0228,0.275,-3.888,0.123,135.341,0.17,17,421386
(I Can't Get No) Satisfaction - Live,Bridges To Bremen (Live),21/6/2019,1,0.0377,0.331,0.973,0.0118,0.967,-4.344,0.121,139.314,0.3,20,308586
Let's Spend The Night Together - Live,Bridges To Bremen (Live),21/6/2019,2,0.196,0.446,0.957,0.0,0.683,-5.113,0.244,140.87,0.397,19,274786
Flip The Switch - Live,Bridges To Bremen (Live),21/6/2019,3,0.0868,0.369,0.977,0.000621,0.967,-4.552,0.306,148.352,0.387,17,273573
Gimme Shelter - Live,Bridges To Bremen (Live),21/6/2019,4,0.216,0.405,0.955,0.014,0.74,-4.029,0.0881,121.535,0.327,24,403413
Anybody Seen My Baby? - Live,Bridges To Bremen (Live),21/6/2019,5,0.248,0.482,0.843,0.000103,0.69,-5.762,0.0772,112.06,0.429,24,319053
Paint It Black - Live,Bridges To Bremen (Live),21/6/2019,6,0.0124,0.225,0.965,0.0,0.969,-4.575,0.0905,147.127,0.263,23,304906
Saint Of Me - Live,Bridges To Bremen (Live),21/6/2019,7,0.323,0.279,0.967,0.0067,0.836,-4.809,0.28,129.096,0.168,18,414613
Out Of Control - Live,Bridges To Bremen (Live),21/6/2019,8,0.254,0.302,0.817,0.00273,0.975,-5.634,0.104,119.018,0.358,21,496733
Memory Motel - Live,Bridges To Bremen (Live),21/6/2019,9,0.522,0.301,0.732,1.06e-06,0.685,-6.627,0.0654,172.76,0.383,23,379600
Miss You - Live,Bridges To Bremen (Live),21/6/2019,10,0.18,0.429,0.919,4.07e-06,0.796,-4.904,0.182,116.807,0.31,21,981866
Thief In The Night - Live,Bridges To Bremen (Live),21/6/2019,11,0.285,0.358,0.798,0.0,0.914,-5.706,0.053,95.254,0.472,12,404866
Wanna Hold You - Live,Bridges To Bremen (Live),21/6/2019,12,0.192,0.263,0.895,0.000256,0.966,-3.409,0.0601,140.363,0.544,14,298080
It's Only Rock 'N' Roll (But I Like It) - Live,Bridges To Bremen (Live),21/6/2019,13,0.49,0.439,0.982,0.00958,0.835,-4.034,0.144,141.422,0.416,15,277746
You Got Me Rocking - Live,Bridges To Bremen (Live),21/6/2019,14,0.232,0.383,0.953,0.0349,0.53,-3.68,0.17,136.241,0.283,13,222506
Like A Rolling Stone - Live,Bridges To Bremen (Live),21/6/2019,15,0.242,0.355,0.945,0.00401,0.969,-3.504,0.13,110.178,0.318,19,351533
Sympathy For The Devil - Live,Bridges To Bremen (Live),21/6/2019,16,0.29,0.582,0.973,2.72e-06,0.893,-4.771,0.124,108.996,0.357,20,519986
Tumbling Dice - Live,Bridges To Bremen (Live),21/6/2019,17,0.17,0.39,0.956,0.000126,0.968,-3.449,0.0839,109.49,0.486,14,330320
Honky Tonk Women - Live,Bridges To Bremen (Live),21/6/2019,18,0.0771,0.462,0.911,6.43e-05,0.872,-3.932,0.0888,110.192,0.596,15,282306
Start Me Up - Live,Bridges To Bremen (Live),21/6/2019,19,0.241,0.419,0.945,0.0476,0.97,-3.609,0.0741,119.245,0.564,16,287386
Jumpin’ Jack Flash - Live,Bridges To Bremen (Live),21/6/2019,20,0.14,0.299,0.959,0.122,0.935,-3.51,0.119,126.374,0.338,16,431573
You Can't Always Get What You Want - Live,Bridges To Bremen (Live),21/6/2019,21,0.438,0.242,0.865,0.00409,0.976,-4.04,0.0744,78.828,0.369,18,345413
Brown Sugar - Live,Bridges To Bremen (Live),21/6/2019,22,0.198,0.362,0.965,0.0,0.76,-2.958,0.0744,131.353,0.322,14,449746
Living In A Ghost Town,Honk (Deluxe),19/4/2019,1,0.0148,0.679,0.697,0.0119,0.124,-5.369,0.0454,110.558,0.776,41,247010
Start Me Up,Honk (Deluxe),19/4/2019,2,0.0434,0.632,0.918,0.112,0.0812,-4.717,0.037,122.412,0.971,42,213006
Doom And Gloom,Honk (Deluxe),19/4/2019,3,0.000596,0.611,0.837,0.0169,0.173,-4.558,0.0328,131.599,0.783,49,238546
Brown Sugar - 2009 Remaster,Honk (Deluxe),19/4/2019,4,0.234,0.633,0.933,0.000161,0.072,-3.572,0.0349,128.588,0.965,26,230246
Beast Of Burden,Honk (Deluxe),19/4/2019,5,0.454,0.781,0.844,0.00368,0.0518,-4.754,0.0305,100.709,0.902,42,265498
Wild Horses - 2009 Mix,Honk (Deluxe),19/4/2019,6,0.707,0.435,0.392,0.00906,0.069,-6.501,0.0256,136.884,0.169,32,342813
Angie,Honk (Deluxe),19/4/2019,7,0.687,0.434,0.546,0.000192,0.109,-6.099,0.0294,134.302,0.398,27,272440
Miss You,Honk (Deluxe),19/4/2019,8,0.397,0.794,0.71,0.0141,0.179,-4.741,0.039,109.685,0.829,46,288826
Rocks Off,Honk (Deluxe),19/4/2019,9,0.0635,0.487,0.94,0.13,0.161,-4.4,0.0429,141.558,0.92,24,272653
Don't Stop,Honk (Deluxe),19/4/2019,10,0.00908,0.474,0.857,0.00278,0.193,-5.36,0.0356,127.003,0.727,44,239146
Tumbling Dice,Honk (Deluxe),19/4/2019,11,0.455,0.617,0.905,0.578,0.289,-4.585,0.0351,110.957,0.787,41,226240
Ride 'Em On Down,Honk (Deluxe),19/4/2019,12,0.134,0.508,0.943,0.00852,0.337,-4.57,0.0926,115.905,0.755,22,169680
Rain Fall Down,Honk (Deluxe),19/4/2019,13,0.00188,0.657,0.844,0.00548,0.0638,-6.597,0.0559,98.016,0.528,28,294293
Love Is Strong,Honk (Deluxe),19/4/2019,14,0.0142,0.526,0.851,0.251,0.111,-5.128,0.0458,110.104,0.499,25,227146
Mixed Emotions,Honk (Deluxe),19/4/2019,15,0.0934,0.489,0.956,0.000524,0.822,-3.989,0.0429,137.074,0.827,24,278639
Doo Doo Doo Doo Doo (Heartbreaker),Honk (Deluxe),19/4/2019,16,0.0583,0.435,0.788,0.378,0.12,-5.72,0.0332,111.292,0.583,23,207680
It's Only Rock'n'Roll (But I Like It),Honk (Deluxe),19/4/2019,17,0.431,0.617,0.96,0.00109,0.138,-3.971,0.0518,128.396,0.786,28,308173
Emotional Rescue,Honk (Deluxe),19/4/2019,18,0.121,0.679,0.627,0.0704,0.0379,-5.297,0.0594,113.393,0.785,28,340480
Waiting On A Friend,Honk (Deluxe),19/4/2019,19,0.158,0.605,0.776,0.0191,0.33,-6.275,0.0282,116.92,0.904,27,275466
Just Your Fool,Honk (Deluxe),19/4/2019,20,0.303,0.533,0.898,0.327,0.233,-4.465,0.0586,116.193,0.818,22,138386
Dancing With Mr. D,Honk (Deluxe),19/4/2019,21,0.523,0.56,0.9,0.733,0.22,-5.121,0.0352,106.11,0.89,28,293253
Streets Of Love,Honk (Deluxe),19/4/2019,22,0.0438,0.438,0.558,5.41e-06,0.604,-6.479,0.031,80.602,0.225,38,309280
Fool To Cry,Honk (Deluxe),19/4/2019,23,0.9,0.384,0.448,0.0561,0.114,-7.397,0.043,135.128,0.27,27,305920
Harlem Shuffle,Honk (Deluxe),19/4/2019,24,0.102,0.741,0.943,0.0561,0.18,-3.682,0.0696,121.752,0.746,26,205200
Bitch - 2009 Mix,Honk (Deluxe),19/4/2019,25,0.232,0.656,0.973,0.19,0.137,-3.479,0.0367,135.903,0.974,19,217706
Hot Stuff,Honk (Deluxe),19/4/2019,26,0.283,0.784,0.827,0.000599,0.0585,-5.384,0.0582,100.1,0.866,22,321981
Respectable,Honk (Deluxe),19/4/2019,27,0.0594,0.452,0.985,0.81,0.0674,-3.588,0.0532,152.156,0.903,19,188466
Undercover (Of The Night),Honk (Deluxe),19/4/2019,28,0.0259,0.603,0.968,0.00772,0.375,-5.021,0.178,122.732,0.375,23,273426
Hate To See You Go,Honk (Deluxe),19/4/2019,29,0.372,0.443,0.825,0.497,0.143,-5.216,0.118,184.656,0.378,17,202373
Out Of Control,Honk (Deluxe),19/4/2019,30,0.328,0.743,0.562,0.0532,0.278,-7.876,0.0422,122.217,0.684,19,285493
Rock And A Hard Place,Honk (Deluxe),19/4/2019,31,0.00842,0.596,0.96,0.000115,0.1,-4.155,0.0493,129.066,0.836,20,324880
Happy,Honk (Deluxe),19/4/2019,32,0.328,0.552,0.894,0.938,0.515,-3.835,0.0292,131.71,0.968,32,185933
Out Of Tears,Honk (Deluxe),19/4/2019,33,0.376,0.393,0.448,0.00101,0.13,-7.887,0.0291,145.465,0.145,18,327640
Rough Justice,Honk (Deluxe),19/4/2019,34,0.00405,0.412,0.869,6.9e-05,0.197,-4.179,0.0581,137.948,0.599,19,192266
You Got Me Rocking,Honk (Deluxe),19/4/2019,35,0.00133,0.494,0.781,0.0444,0.305,-4.527,0.0385,126.163,0.658,23,215732
Saint Of Me,Honk (Deluxe),19/4/2019,36,0.00465,0.678,0.912,0.0365,0.0903,-5.776,0.0503,121.504,0.481,21,315893
One More Shot,Honk (Deluxe),19/4/2019,37,0.000158,0.568,0.938,0.664,0.0579,-4.737,0.0361,122.804,0.684,24,182839
"Get Off Of My Cloud - Live At Principality Stadium, Cardiff",Honk (Deluxe),19/4/2019,38,0.0521,0.415,0.949,0.000855,0.7,-4.453,0.0624,127.167,0.719,20,200666
"Dancing With Mr. D - Live At The Gelredome, Arnhem",Honk (Deluxe),19/4/2019,39,0.00226,0.463,0.86,0.00502,0.697,-5.475,0.0359,106.678,0.666,17,276840
"Beast Of Burden - Live At Arrowhead Stadium, Kansas",Honk (Deluxe),19/4/2019,40,0.436,0.584,0.84,0.000419,0.463,-5.385,0.0286,112.308,0.785,0,256399
"She's A Rainbow - Live At U Arena, Paris",Honk (Deluxe),19/4/2019,41,0.154,0.437,0.793,4.88e-05,0.92,-5.255,0.0299,102.988,0.414,24,203066
Wild Horses - Live At London Stadium,Honk (Deluxe),19/4/2019,42,0.23,0.425,0.734,2.77e-05,0.627,-4.226,0.0318,80.472,0.34,35,289386
"Let's Spend The Night Together - Live At Old Trafford Stadium, Manchester / 5.6.18",Honk (Deluxe),19/4/2019,43,0.0597,0.416,0.908,6.66e-05,0.893,-4.29,0.0587,132.43,0.461,19,244933
"Dead Flowers - Live At Wells Fargo Center, Philadelphia",Honk (Deluxe),19/4/2019,44,0.313,0.476,0.98,8.1e-06,0.914,-3.714,0.0731,132.913,0.634,23,324666
"Shine A Light - Live At ArenA, Amsterdam",Honk (Deluxe),19/4/2019,45,0.175,0.383,0.72,0.0595,0.845,-5.925,0.0303,80.884,0.581,19,251973
Under My Thumb - Live At London Stadium,Honk (Deluxe),19/4/2019,46,0.27,0.634,0.887,0.00462,0.605,-5.286,0.0324,124.832,0.85,22,270786
"Bitch - Live At The Honda Center, Anaheim",Honk (Deluxe),19/4/2019,47,0.00765,0.351,0.977,0.627,0.898,-3.308,0.0618,137.389,0.485,17,315880
Whoopi Goldberg Intro - Live,Voodoo Lounge Uncut (Live),16/11/2018,1,0.92,0.397,0.902,0.367,0.94,-12.418,0.624,98.356,0.0394,12,102748
Not Fade Away - Live,Voodoo Lounge Uncut (Live),16/11/2018,2,0.409,0.393,0.939,0.544,0.965,-8.853,0.271,101.056,0.446,17,258783
Tumbling Dice - Live,Voodoo Lounge Uncut (Live),16/11/2018,3,0.406,0.434,0.915,0.0757,0.973,-6.968,0.0761,117.337,0.423,17,289169
You Got Me Rocking - Live,Voodoo Lounge Uncut (Live),16/11/2018,4,0.0977,0.455,0.916,0.0829,0.943,-8.238,0.0878,131.181,0.32,16,235624
Rocks Off - Live,Voodoo Lounge Uncut (Live),16/11/2018,5,0.393,0.286,0.935,0.00439,0.808,-6.651,0.323,148.049,0.279,15,326277
Sparks Will Fly - Live,Voodoo Lounge Uncut (Live),16/11/2018,6,0.074,0.32,0.954,0.00198,0.973,-6.638,0.0986,156.771,0.425,13,250987
Live With Me - Live,Voodoo Lounge Uncut (Live),16/11/2018,7,0.328,0.333,0.944,0.00407,0.984,-8.327,0.238,150.889,0.338,14,300757
(I Can't Get No) Satisfaction - Live,Voodoo Lounge Uncut (Live),16/11/2018,8,0.269,0.312,0.961,0.261,0.964,-6.426,0.129,150.904,0.345,16,409792
Beast Of Burden - Live,Voodoo Lounge Uncut (Live),16/11/2018,9,0.168,0.643,0.811,0.014,0.913,-9.113,0.0578,106.932,0.647,17,346227
Angie - Live,Voodoo Lounge Uncut (Live),16/11/2018,10,0.597,0.361,0.6,7.88e-05,0.92,-11.572,0.0833,151.516,0.387,17,254474
Dead Flowers - Live,Voodoo Lounge Uncut (Live),16/11/2018,11,0.383,0.492,0.844,0.0,0.965,-11.273,0.0553,135.145,0.567,16,250759
Sweet Virginia - Live,Voodoo Lounge Uncut (Live),16/11/2018,12,0.746,0.295,0.74,0.000341,0.978,-10.925,0.101,104.294,0.357,16,347831
Doo Doo Doo Doo Doo (Heartbreaker) - Live,Voodoo Lounge Uncut (Live),16/11/2018,13,0.296,0.465,0.925,0.0272,0.822,-7.673,0.165,120.153,0.402,13,240197
It's All Over Now - Live,Voodoo Lounge Uncut (Live),16/11/2018,14,0.23,0.34,0.922,0.076,0.749,-8.405,0.154,185.161,0.343,15,278412
Stop Breakin' Down Blues - Live,Voodoo Lounge Uncut (Live),16/11/2018,15,0.387,0.527,0.875,0.00015,0.892,-7.516,0.0971,95.731,0.438,12,333762
Who Do You Love? - Live,Voodoo Lounge Uncut (Live),16/11/2018,16,0.188,0.462,0.979,0.00216,0.702,-5.804,0.166,110.203,0.427,12,261157
I Go Wild - Live,Voodoo Lounge Uncut (Live),16/11/2018,17,0.127,0.469,0.908,0.00815,0.989,-7.268,0.0892,113.583,0.286,11,448670
Miss You - Live,Voodoo Lounge Uncut (Live),16/11/2018,18,0.154,0.451,0.895,0.0111,0.981,-8.068,0.15,113.836,0.354,16,815887
Honky Tonk Women - Live,Voodoo Lounge Uncut (Live),16/11/2018,19,0.0979,0.507,0.937,0.109,0.938,-7.252,0.0708,116.137,0.58,16,277081
Before They Make Me Run - Live,Voodoo Lounge Uncut (Live),16/11/2018,20,0.304,0.335,0.906,3.64e-05,0.959,-7.308,0.209,133.843,0.386,11,284364
The Worst - Live,Voodoo Lounge Uncut (Live),16/11/2018,21,0.541,0.317,0.397,0.00558,0.438,-16.556,0.0516,139.798,0.345,10,206991
Sympathy For The Devil - Live,Voodoo Lounge Uncut (Live),16/11/2018,22,0.411,0.548,0.87,0.0,0.977,-7.14,0.0666,109.0,0.524,21,385167
Monkey Man - Live,Voodoo Lounge Uncut (Live),16/11/2018,23,0.119,0.519,0.902,0.233,0.683,-7.42,0.0632,106.939,0.411,12,266581
Street Fighting Man - Live,Voodoo Lounge Uncut (Live),16/11/2018,24,0.0196,0.3,0.909,0.324,0.729,-6.602,0.0553,128.105,0.364,13,310641
Start Me Up - Live,Voodoo Lounge Uncut (Live),16/11/2018,25,0.104,0.498,0.963,0.186,0.964,-6.179,0.0854,129.729,0.593,14,263518
It's Only Rock 'N' Roll (But I Like It) - Live,Voodoo Lounge Uncut (Live),16/11/2018,26,0.254,0.49,0.933,0.0323,0.79,-6.584,0.101,135.737,0.558,13,319025
Brown Sugar - Live,Voodoo Lounge Uncut (Live),16/11/2018,27,0.0682,0.399,0.967,0.189,0.97,-4.9,0.0831,137.466,0.362,13,378025
Jumpin’ Jack Flash - Live,Voodoo Lounge Uncut (Live),16/11/2018,28,0.124,0.3,0.947,0.647,0.95,-5.257,0.102,139.709,0.402,14,374585
Whoopi Goldberg Intro - Live,Voodoo Lounge Uncut (Live),16/11/2018,1,0.92,0.397,0.902,0.367,0.94,-12.418,0.624,98.356,0.0394,10,102748
Not Fade Away - Live,Voodoo Lounge Uncut (Live),16/11/2018,2,0.409,0.393,0.939,0.544,0.965,-8.853,0.271,101.056,0.446,12,258783
Tumbling Dice - Live,Voodoo Lounge Uncut (Live),16/11/2018,3,0.406,0.434,0.915,0.0757,0.973,-6.968,0.0761,117.337,0.423,11,289169
You Got Me Rocking - Live,Voodoo Lounge Uncut (Live),16/11/2018,4,0.0977,0.455,0.916,0.0829,0.943,-8.238,0.0878,131.181,0.32,11,235624
Rocks Off - Live,Voodoo Lounge Uncut (Live),16/11/2018,5,0.393,0.286,0.935,0.00439,0.808,-6.651,0.323,148.049,0.279,14,326277
Sparks Will Fly - Live,Voodoo Lounge Uncut (Live),16/11/2018,6,0.074,0.32,0.954,0.00198,0.973,-6.638,0.0986,156.771,0.425,11,250987
Live With Me - Live,Voodoo Lounge Uncut (Live),16/11/2018,7,0.328,0.333,0.944,0.00407,0.984,-8.327,0.238,150.889,0.338,11,300757
(I Can't Get No) Satisfaction - Live,Voodoo Lounge Uncut (Live),16/11/2018,8,0.269,0.312,0.961,0.261,0.964,-6.426,0.129,150.904,0.345,9,409792
Beast Of Burden - Live,Voodoo Lounge Uncut (Live),16/11/2018,9,0.168,0.643,0.811,0.014,0.913,-9.113,0.0578,106.932,0.647,11,346227
Angie - Live,Voodoo Lounge Uncut (Live),16/11/2018,10,0.597,0.361,0.6,7.88e-05,0.92,-11.572,0.0833,151.516,0.387,10,254474
Dead Flowers - Live,Voodoo Lounge Uncut (Live),16/11/2018,11,0.383,0.492,0.844,0.0,0.965,-11.273,0.0553,135.145,0.567,10,250759
Sweet Virginia - Live,Voodoo Lounge Uncut (Live),16/11/2018,12,0.746,0.295,0.74,0.000341,0.978,-10.925,0.101,104.294,0.357,10,347831
Doo Doo Doo Doo Doo (Heartbreaker) - Live,Voodoo Lounge Uncut (Live),16/11/2018,13,0.296,0.465,0.925,0.0272,0.822,-7.673,0.165,120.153,0.402,8,240197
It's All Over Now - Live,Voodoo Lounge Uncut (Live),16/11/2018,14,0.23,0.34,0.922,0.076,0.749,-8.405,0.154,185.161,0.343,9,278412
Stop Breakin' Down Blues - Live,Voodoo Lounge Uncut (Live),16/11/2018,15,0.387,0.527,0.875,0.00015,0.892,-7.516,0.0971,95.731,0.438,8,333762
Who Do You Love? - Live,Voodoo Lounge Uncut (Live),16/11/2018,16,0.188,0.462,0.979,0.00216,0.702,-5.804,0.166,110.203,0.427,7,261157
I Go Wild - Live,Voodoo Lounge Uncut (Live),16/11/2018,17,0.127,0.469,0.908,0.00815,0.989,-7.268,0.0892,113.583,0.286,7,448670
Miss You - Live,Voodoo Lounge Uncut (Live),16/11/2018,18,0.154,0.451,0.895,0.0111,0.981,-8.068,0.15,113.836,0.354,9,815887
Honky Tonk Women - Live,Voodoo Lounge Uncut (Live),16/11/2018,19,0.0979,0.507,0.937,0.109,0.938,-7.252,0.0708,116.137,0.58,8,277081
Before They Make Me Run - Live,Voodoo Lounge Uncut (Live),16/11/2018,20,0.304,0.335,0.906,3.64e-05,0.959,-7.308,0.209,133.843,0.386,7,284364
The Worst - Live,Voodoo Lounge Uncut (Live),16/11/2018,21,0.541,0.317,0.397,0.00558,0.438,-16.556,0.0516,139.798,0.345,7,206991
Sympathy For The Devil - Live,Voodoo Lounge Uncut (Live),16/11/2018,22,0.411,0.548,0.87,0.0,0.977,-7.14,0.0666,109.0,0.524,9,385167
Monkey Man - Live,Voodoo Lounge Uncut (Live),16/11/2018,23,0.119,0.519,0.902,0.233,0.683,-7.42,0.0632,106.939,0.411,7,266581
Street Fighting Man - Live,Voodoo Lounge Uncut (Live),16/11/2018,24,0.0196,0.3,0.909,0.324,0.729,-6.602,0.0553,128.105,0.364,7,310641
Start Me Up - Live,Voodoo Lounge Uncut (Live),16/11/2018,25,0.104,0.498,0.963,0.186,0.964,-6.179,0.0854,129.729,0.593,7,263518
It's Only Rock 'N' Roll (But I Like It) - Live,Voodoo Lounge Uncut (Live),16/11/2018,26,0.254,0.49,0.933,0.0323,0.79,-6.584,0.101,135.737,0.558,7,319025
Brown Sugar - Live,Voodoo Lounge Uncut (Live),16/11/2018,27,0.0682,0.399,0.967,0.189,0.97,-4.9,0.0831,137.466,0.362,7,378025
